Title,Affiliation,Authors
Correction to: Utilizing an Emotional Robot Capable of Lip-Syncing in Robot-Assisted Speech Therapy Sessions for Children with Language Disorders,"['Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics, and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Fereshtegaan International Branch, Islamic Azad University, Tehran, Iran', 'Department of Humanities, Islamic Azad University, West Tehran Branch, Tehran, Iran', 'Mahan Learning Disorders Center, Tehran, Iran']","['Alireza Esfandbod,\xa0Zeynab Rokhi,\xa0Ali F. Meghdari,\xa0Alireza Taheri\xa0&\xa0Minoo Alemi', 'Ali F. Meghdari', 'Minoo Alemi', 'Mahdieh Karimi']"
Co-designing the Embodiment of a Minimalist Social Robot to Encourage Hand Hygiene Practises Among Children in India,"['AMMACHI labs, Amrita Vishwa Vidyapeetham, Amritapuri, Kollam, Kerala, 690525, India', 'Cropin AI Lab, Bengaluru, India']","['Devasena Pasupuleti,\xa0Sreejith Sasidharan,\xa0Gayathri Manikutty,\xa0Anand M. Das,\xa0Praveen Pankajakshan\xa0&\xa0Sidney Strauss', 'Praveen Pankajakshan']"
"Social Influence Under Uncertainty in Interaction with Peers, Robots and Computers","['Cognitive Architecture for Collaborative Technologies (CONTACT) Unit, Istituto Italiano di Tecnologia, Via Enrico Melen, 83, 16152, Genoa, GE, Italy', 'Department of Informatics, Bioengineering, Robotics and Systems Engineering, University of Genoa, Genoa, Italy']","['Joshua Zonca\xa0&\xa0Alessandra Sciutti', 'Anna Folsø']"
The Hitchhiker’s Guide to a Credible and Socially Present Robot: Two Meta-Analyses of the Power of Social Cues in Human–Robot Interaction,"['College of Journalism and Communications, University of Florida, Gainesville, FL, USA', 'Department of Media, Journalism, and Film, Miami University, Oxford, OH, USA']","['Kun Xu\xa0&\xa0Mo Chen', 'Leping You']"
Evaluation of User Experience in Human–Robot Interaction: A Systematic Literature Review,"['Faculty of Engineering, Mechanical and Industrial Production, Mondragon Unibertsitatea, Loramendi 4, 20500, Mondragón, Guipúzcoa, Spain']","['Ainhoa Apraiz,\xa0Ganix Lasa\xa0&\xa0Maitane Mazmela']"
PRTIRL Based Socially Adaptive Path Planning for Mobile Robots,"['Robotics and Microsystems Center, School of Mechanical and Electric Engineering, Soochow University, Suzhou, 215021, China', 'Department of Electronic Engineering, The Chinese University of Hong Kong, N.T., Hong Kong SAR, China']","['Zhiyu Ding,\xa0Jie Liu,\xa0Wenzheng Chi,\xa0Guodong Chen\xa0&\xa0Lining Sun', 'Jiankun Wang']"
Toward Error-Tolerant Robot Navigation: Sequential Inducement Based on Intent Conveyance from Robot to Human and Its Achievement,"['Research Institute for Science and Engineering (WISE), Waseda University, 17 Kikui-Cho, Shinjuku-Ku, Tokyo, 162-0044, Japan', 'Department of Modern Mechanical Engineering, School of Creative Science and Engineering, Waseda University, 3-4-1 Okubo, Shinjuku-Ku, Tokyo, 169-8555, Japan', 'PRESTO, Japan Science and Technology Agency (JST), Kawaguchi, Saitama, 32-0012, Japan']","['Mitsuhiro Kamezaki', 'Ryosuke Kono,\xa0Ayano Kobayashi,\xa0Hayato Yanagawa,\xa0Tomoya Onishi,\xa0Yusuke Tsuburaya,\xa0Moondeep Shrestha\xa0&\xa0Shigeki Sugano', 'Mitsuhiro Kamezaki']"
Utilizing an Emotional Robot Capable of Lip-Syncing in Robot-Assisted Speech Therapy Sessions for Children with Language Disorders,"['Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics, and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Fereshtegaan International Branch, Islamic Azad University, Tehran, Iran', 'Department of Humanities, West Tehran Branch, Islamic Azad University, Tehran, Iran', 'Mahan Learning Disorders Center, Tehran, Iran']","['Alireza Esfandbod,\xa0Zeynab Rokhi,\xa0Ali F. Meghdari,\xa0Alireza Taheri\xa0&\xa0Minoo Alemi', 'Ali F. Meghdari', 'Minoo Alemi', 'Mahdieh Karimi']"
Can Robots have Personal Identity?,"['Departamento de Salud Pública y\nMaterno-Infantil, Facultad de Medicina, Universidad Complutense de Madrid, Madrid, 28040, Spain', 'Universidad Adolfo Ibanez Campus Viña Del Mar, Viña Del Mar, Valparaíso, Chile']","['Marcos Alonso', 'Marcos Alonso']"
DMP-Based Reactive Robot-to-Human Handover in Perturbed Scenarios,"['The BioRobotics Institute, Scuola Superiore Sant’Anna, Viale Rinaldo Piaggio 34, 56025, Pontedera, Italy', 'Department of Excellence in Robotics and AI, Scuola Superiore Sant’Anna, Piazza Martiri della Libertà 33, 56127, Pisa, Italy']","['Francesco Iori,\xa0Gojko Perovic,\xa0Francesca Cini,\xa0Angela Mazzeo,\xa0Egidio Falotico\xa0&\xa0Marco Controzzi', 'Francesco Iori,\xa0Gojko Perovic,\xa0Francesca Cini,\xa0Angela Mazzeo,\xa0Egidio Falotico\xa0&\xa0Marco Controzzi']"
Voice Over Body? Older Adults’ Reactions to Robot and Voice Assistant Facilitators of Group Conversation,"['Department Industrial Engineering and Economics, Tokyo Institute of Technology, Tokyo, Japan', 'RIKEN Center for Advanced Intelligence Project (AIP), Tokyo, Japan']","['Katie Seaborn', 'Takuya Sekiguchi,\xa0Seiki Tokunaga,\xa0Norihisa P. Miyake\xa0&\xa0Mihoko Otake-Matsuura']"
Mechatronic Design of a Self-Contained Dexterous Robotic Hand for Gestural Communication,"['Centre for Automation and Robotics (CAR UPM-CSIC), Universidad Politécnica de Madrid, 28012, Madrid, Spain', 'Universidad UTE, 230101, Santo Domingo, Santo Domingo de los Tsáchilas, Ecuador']","['Miguel Hernando,\xa0Carlos Morillo\xa0&\xa0Alberto Brunete', 'Diego Guffanti']"
Supporting Remote Social Robot Design Collaboration with Online Canvases: Lessons Learned from Facilitators’ and Participants’ Experiences,"['Tampere University, Computing Sciences, Tampere, Finland']","['Aino Ahtinen,\xa0Kirsikka Kaipainen,\xa0Salla Jarske\xa0&\xa0Kaisa Väänänen']"
Body Form Modulates the Prediction of Human and Artificial Behaviour from Gaze Observation,"['NPSY.Lab.VR & BASIC_NPSY, Department of Human Sciences, University of Verona, Verona, Italy', 'Institute of Neuroscience and Psychology, University of Glasgow, Glasgow, Scotland, UK', 'Department of Cognitive Science, Macquarie University, Sydney, Australia', 'MARCS Institute for Brain, Behaviour and Development, Western Sydney University, Sydney, Australia', 'Human Technology Laboratory, Department of Psychology, University of Hull, Hull, UK']","['Michele Scandola', 'Emily S. Cross', 'Emily S. Cross\xa0&\xa0Nathan Caruana', 'Emily S. Cross', 'Emmanuele Tidoni']"
Gendered Actions with a Genderless Robot: Gender Attribution to Humanoid Robots in Action,"['Department of Psychology, Bilkent University, Ankara, Türkiye', 'Interdisciplinary Neuroscience Program, Bilkent University, Ankara, Türkiye', 'Interior Architecture and Environmental Design, Bilkent University, Ankara, Türkiye', 'Aysel Sabuncu Brain Research Center, National Magnetic Resonance Research Center (UMRAM), Bilkent University, Ankara, Türkiye']","['Gaye Aşkın\xa0&\xa0Burcu A. Urgen', 'İmge Saltık\xa0&\xa0Burcu A. Urgen', 'Tuğçe Elver Boz', 'Burcu A. Urgen']"
Editorial,"['Inria/CNRS/Université de Lorraine, Nancy, France', 'Istituto\nItaliano di Tecnologia, 16153, Genova, Italy', 'Robotics Lab, Computer Science Department, Stanford University, Stanford, CA, USA']","['Serena Ivaldi', 'Agnieszka Wykowska', 'Oussama Khatib']"
Leader–Follower Dynamics in Complex Obstacle Avoidance Task,"['Department for Automation, Biocybernetics and Robotics, Jožef Stefan Institute, Jamova cesta 39, 1000, Ljubljana, Slovenia', 'Jožef Stefan International Postgraduate School, Jamova cesta 39, 1000, Ljubljana, Slovenia', 'Applied Cognitive Psychology, Ulm University, Helmholtzstraße 16, 89081, Ulm, Germany']","['Jernej Čamernik,\xa0Rebeka Kropivšek Leskovar\xa0&\xa0Tadej Petrič', 'Rebeka Kropivšek Leskovar\xa0&\xa0Tadej Petrič', 'Jernej Čamernik']"
Are Robots to be Created in Our Own Image? Testing the Ethical Equivalence of Robots and Humans,"['Departments of Psychology, Biology, and College of Engineering Cincinnati, University of Cincinnati, Cincinnati, OH, USA', 'Department of Psychology Cincinnati, University of Cincinnati, Cincinnati, OH, USA', 'SKEMA Business School, Université Côte d’Azur (GREDEG), Campus Grand Paris, 5, quai Marcel Dassault, 92150, Suresnes Cedex, France', 'Institute for Public Management & Governance, Vienna University of Economics and Business, Vienna, Austria']","['Dieter Vanderelst', 'Corinne Jorgenson', 'Ali I. Ozkes', 'Jurgen Willems']"
Robotic Gaze Responsiveness in Multiparty Teamwork,"['ITI, LARSYS, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal', 'INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal']","['Filipa Correia', 'Filipa Correia,\xa0Joana Campos,\xa0Francisco S. Melo\xa0&\xa0Ana Paiva']"
The Phenotypes of Anthropomorphism and the Link to Personality Traits,"['Istituto Italiano di Tecnologia, 16153, Genova, Italy', 'Artimon Perspectives, 75009, Paris, France']","['Nicolas Spatola,\xa0Serena Marchesi\xa0&\xa0Agnieszka Wykowska', 'Nicolas Spatola']"
Perceived Moral Patiency of Social Robots: Explication and Scale Development,"['School of Information Studies, Syracuse University, Syracuse, NY, USA', 'College of Media & Communication, Texas Tech University, Lubbock, TX, USA', 'Newhouse School of Public Communications, Syracuse University, Syracuse, NY, USA']","['Jaime Banks', 'Jaime Banks', 'Nicholas David Bowman']"
"Effects of Head Shape, Facial Features, Camera, and Gender on the Perceptions of Rendered Robot Faces","['Department of Design, National Taiwan University of Science and Technology, Taipei, Taiwan']",['Chien-Hsiung Chen\xa0&\xa0Xiaoyu Jia']
Robots in Games,"['INESC-ID and Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal', 'KTH Royal Institute of Technology, Stockholm, Sweden', 'INESC-ID & ITI-LARSYS, Universidade de Lisboa, Lisbon, Portugal']","['Diogo Rato\xa0&\xa0Rui Prada', 'André Pereira', 'Filipa Correia']"
Are Retail Customers Ready for Service Robot Assistants?,"['Faculty of Economics and Business, Department of Marketing, KU Leuven, Leuven, Belgium', 'Faculty of Arts, Department of Linguistics, University of Antwerp, Antwerp, Belgium']","['Irene Roozen\xa0&\xa0Anna Yanycheva', 'Mariet Raedts']"
“I Believe AI Can Learn from the Error. Or Can It Not?”: The Effects of Implicit Theories on Trust Repair of the Intelligent Agent,"['Department of Human-Artificial Intelligence, Sungkyunkwan University, Jongno-Gu, Seoul, 03063, Republic of Korea', 'Department of Media and Information, Michigan State University University, East Lansing, Michigan, 48824, USA']","['Taenyun Kim\xa0&\xa0Hayeon Song', 'Taenyun Kim']"
Human-Like Movements of Industrial Robots Positively Impact Observer Perception,"['Institute of Computer Science, University of St. Gallen, Rosenbergstrasse 30, 9000, St. Gallen, Switzerland', 'Institute of Behavioral Science and Technology, University of St. Gallen, Torstrasse 25, 9000, St. Gallen, Switzerland']","['Damian Hostettler\xa0&\xa0Simon Mayer', 'Christian Hildebrand']"
Adaptive Social Planner to Accompany People in Real-Life Dynamic Environments,"['Institut de Robòtica i Informàtica Industrial (CSIC-UPC), Llorens Artigas 4-6, 08028, Barcelona, Spain', 'LAAS-CNRS, Université de Toulouse, CNRS, Toulouse, France, 7, Avenue du Colonel Roche, BP 54200, 31031, Toulouse cedex 4, France']","['Ely Repiso,\xa0Anaís Garrell\xa0&\xa0Alberto Sanfeliu', 'Ely Repiso']"
Beyond Anthropomorphism,"['The University of Sydney, 2006, Camperdown, Australia', 'Cardiff University, Cardiff, UK', 'Naver Labs, Meylan, France']","['Chris Chesher\xa0&\xa0Naoko Abe', 'Raya Jones', 'Naoko Abe']"
Visions of Artificial Intelligence and Robots in Science Fiction: a computational analysis,"['University of Tsukuba, Tsukuba, Japan']","['Hirotaka Osawa,\xa0Dohjin Miyamoto,\xa0Satoshi Hase,\xa0Reina Saijo,\xa0Kentaro Fukuchi\xa0&\xa0Yoichiro Miyake']"
Projective Anthropomorphism as a Dialogue with Ourselves,"['School of Social Sciences, Cardiff University, Glamorgan Building, King Edward VII Avenue, Cardiff, CF10 3WT, UK']",['Raya A. Jones']
"Eye Machines: Robot Eye, Vision and Gaze","['Digital Cultures, The University of Sydney, Sydney, Australia']",['Chris Chesher\xa0&\xa0Fiona Andreallo']
"Human–Robot Companionship: Cultural Ideas, Limitations, and Aspirations. An Analysis of Sex Robot Marketing Videos","['Postdoctoral Early Career Development Fellow, RMIT University, Melbourne, Australia', 'Hon. Research Associate, The University of Sydney, Sydney, Australia']","['Fiona Andreallo', 'Fiona Andreallo']"
"Three Responses to Anthropomorphism in Social Robotics: Towards a Critical, Relational, and Hermeneutic Approach","['Universitat Wien, Vienna, Austria']",['Mark Coeckelbergh']
Negotiating anthropomorphism in the Ai-Da robot,"['School of Arts and Communication & MEDEA, Malmö University, Bassänggatan 2, 211 19, Malmö, Sweden']",['Bojana Romic']
Robots and the Possibility of Humanistic Care,"['Centre for AI and Digital Ethics (CAIDE), School of Computing and Information Systems, Faculty of Engineering and Information Technology, The University of Melbourne, Victoria, 3010, Australia']",['Simon Coghlan']
Saving Private Robot: Risks and Advantages of Anthropomorphism in Agent-Soldier Teams,"['Values in Defence and Security Technology Group, School of Engineering and Information Technology, University of New South Wales, Kensington, Australia', 'AI & Robotics Lab, United Arab Emirates University, Abu Dhabi, UAE', 'Creative Robotics Lab, University of New South Wales, Kensington, Australia']","['Massimiliano L. Cappuccio\xa0&\xa0Jai C. Galliott', 'Massimiliano L. Cappuccio', 'Eduardo B. Sandoval']"
"Using Online Customer Reviews to Classify, Predict, and Learn About Domestic Robot Failures","['Ben-Gurion University of the Negev, Be’er Sheva, Israel', 'Bar-Ilan University, Ramat Gan, Israel']","['Shanee Honig,\xa0Yisrael Parmet\xa0&\xa0Tal Oron-Gilad', 'Alon Bartal']"
Learning-Based Compensation-Corrective Control Strategy for Upper Limb Rehabilitation Robots,"['Shien-Ming Wu School of Intelligent Engineering, South China University of Technology, Guangzhou, Guangdong, China', 'Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore', 'Institute of Modern Industrial Technology, South China University of Technology, Zhongshan, Guangdong, China']","['Peimin Xie,\xa0Chengqi Lin\xa0&\xa0Longhan Xie', 'Siqi Cai', 'Longhan Xie']"
The Right (Wo)Man for the Job? Exploring the Role of Gender when Challenging Gender Stereotypes with a Social Robot,"['Division of Robotics, Perception and Learning, KTH Royal Institute of Technology, Stockholm, Sweden', 'Department of Information Technology, Uppsala University, Uppsala, Sweden']","['Alessio Galatolo,\xa0Gaspar I. Melsión\xa0&\xa0Iolanda Leite', 'Katie Winkle']"
Human-Likeness of Feedback Gestures Affects Decision Processes and Subjective Trust,"['Social Cognition in Human-Robot Interaction, Center for Human Technologies, Istituto Italiano Di Tecnologia (IIT), Via Enrico Melen, 83, 16152, Genoa, Italy', 'Department of Psychology, University of Turin, Turin, Italy', 'ETIS UMR 8051, CY\nParis Cergy University, ENSEA, CNRS, F95000, Cergy, France']","['Lorenzo Parenti,\xa0Adam W. Lukomski,\xa0Davide De Tommaso,\xa0Marwen Belkaid\xa0&\xa0Agnieszka Wykowska', 'Lorenzo Parenti', 'Marwen Belkaid']"
Infants’ Prediction of Humanoid Robot’s Goal-Directed Action,"['Research Unit on Theory of Mind, Department of Psychology, Università Cattolica del Sacro Cuore, Milan, Italy', 'Research Unit on Robopsychology in the Lifespan, Department of Psychology, Università Cattolica del Sacro Cuore, Milan, Italy', 'Centre for Baby Science, Doshisha University, Kyoto, Japan', 'Human-Robot Interaction Laboratory, Department of Computer Science, Kyoto University, Kyoto, Japan', 'Advanced Telecommunications Research Institute International, IRC/HIL, Keihana Science City, Kyoto, Japan', 'Department of System Innovation, Osaka University, Toyonaka, Japan']","['F. Manzi,\xa0C. Di Dio,\xa0D. Massaro\xa0&\xa0A. Marchetti', 'F. Manzi,\xa0C. Di Dio,\xa0D. Massaro\xa0&\xa0A. Marchetti', 'M. Ishikawa\xa0&\xa0S. Itakura', 'T. Kanda', 'T. Kanda\xa0&\xa0H. Ishiguro', 'H. Ishiguro']"
Reducing Computational Cost During Robot Navigation and Human–Robot Interaction with a Human-Inspired Reinforcement Learning Architecture,"['Institute of Intelligent Systems and Robotics, CNRS, Sorbonne Université, Paris, France', 'Intelligent and Interactive Systems Group, Universität Innsbruck, Innsbruck, Austria', 'Athena Research and Innovation Center, Marousi, Greece', 'School of ECE, National Technical University of Athens, Athens, Greece']","['Rémi Dromnelle,\xa0Mohamed Chetouani,\xa0Raja Chatila,\xa0Benoît Girard\xa0&\xa0Mehdi Khamassi', 'Erwan Renaudo', 'Petros Maragos', 'Petros Maragos']"
"Correction to: Integrating Social Assistive Robots, IoT, Virtual Communities and Smart Objects to Assist at-Home Independently Living Elders: the MoveCare Project","['Applied Intelligent System Lab, Department of Computer Science, University of Milan, Milano, Italy', 'Machine Perception and Intelligent Robotics Group (MAPIR), Department of System Engineering and Automation, University of Malaga, and Instituto de Investigación Biomédica de Málaga–IBIMA, Malaga, Spain', 'Machine Perception and Interaction Lab, Örebro University, Örebro, Sweden', 'NearLab, Department of Electronics, Information and Bioengineering, Politecnico di Milano, Milano, Italy', 'AB.Acus SRL, Milan, Italy', 'University of Manchester, Manchester, UK', 'IRCCS Istituti Clinici Scientifici Maugeri, University of Milan, Milan, Italy', 'Junta de Extremadura, Merida, Spain', 'Korian, Milan, Italy', 'SignalGeneriX, Limassol, Cyprus', 'EURECAT, Barcelona, Spain', 'University of Oxford, Oxford, UK', 'Smart Com, Ljubjana, Slovenia']","['Matteo Luperto,\xa0Nicola Basilico\xa0&\xa0N. Alberto Borghese', 'Javier Monroy\xa0&\xa0Javier Gonzalez-Jimenez', 'Jennifer Renoux', 'Francesca Lunardini\xa0&\xa0Simona Ferrante', 'Maria Bulgheroni', 'Angelo Cangelosi', 'Matteo Cesari', 'Manuel Cid', 'Aladar Ianes', 'Anastasis Kounoudes', 'David Mari', 'Victor Prisacariu', 'Arso Savanovic']"
