Title,Authors,Keywords
“It’s Important to Think of Pepper as a Teaching Aid or Resource External to the Classroom”: A Social Robot in a School for Autistic Children,"'Séverin Lemaignan', 'Nigel Newbutt', 'Louis Rice', 'Joe Daly'","'Social robotics', 'Responsible AI', 'Autism', 'Child–robot interaction', 'Participatory design', 'Well-being'"
"Design, Manufacture, and Acceptance Evaluation of APO: A Lip-syncing Social Robot Developed for Lip-reading Training Programs","'Alireza Esfandbod', 'Ahmad Nourbala', 'Zeynab Rokhi', 'Ali F. Meghdari', 'Alireza Taheri', 'Minoo Alemi'","'Socially assistive robots', 'Hearing-impaired', 'Lip-syncing', 'Technology acceptance'"
Acceptance of Remote Assistive Robots with and without Human-in-the-Loop for Healthcare Applications,"'Simone Nertinger', 'Robin Jeanne Kirschner', 'Abdeldjallil Naceri', 'Sami Haddadin'","'Assistive social robot', 'Acceptance', 'Healthcare', 'Human-in-the-loop'"
A Scoping Review of the Literature On Prosodic Elements Related to Emotional Speech in Human-Robot Interaction,"'Norina Gasteiger', 'JongYoon Lim', 'Mehdi Hellou', 'Bruce A. MacDonald', 'Ho Seok Ahn'","'affective computing', 'speech', 'HRI', 'robotics', 'social robots', 'sentiment'"
Does the Personality of Consumers Influence the Assessment of the Experience of Interaction with Social Robots?,"'Santiago Forgas-Coll', 'Ruben Huertas-Garcia', 'Antonio Andriella', 'Guillem Alenyà'","'Social robot', 'Consumer personality', 'Front-office services', 'Social intelligence'"
Extended Interviews with Stroke Patients Over a Long-Term Rehabilitation Using Human–Robot or Human–Computer Interactions,"'Yaacov Koren', 'Ronit Feingold Polak', 'Shelly Levy-Tzedek'","'Socially assistive robot (SAR)', 'Stroke rehabilitation', 'Long-term interaction', 'Trust', 'Qualitative methods', 'In the wild'"
Politeness in Human–Robot Interaction: A Multi-Experiment Study with Non-Humanoid Robots,"'Shikhar Kumar', 'Eliran Itzhak', 'Yael Edan', 'Galit Nimrod', 'Vardit Sarne-Fleischmann', 'Noam Tractinsky'","'Politeness', 'Human Robot interaction', 'Older adults', 'Social assistive robot', 'Assistive robot'"
"The Development of Attentional Inhibition Through Coding and Robotics: Associating Between Tinkering, Creating, and Problem Solving in a Group Setting",'Karen Abou Assi',"'Attentional inhibition', 'Executive functions', 'Coding and robotics', 'Computational thinking', 'Group work'"
Gaze Motion and Subjective Workload Assessment While Performing a Task Walking Hand in Hand with a Mobile Robot,"'Naoki Ise', 'Yoshihiro Nakata', 'Yutaka Nakamura', 'Hiroshi Ishiguro'","'Human–robot interaction', 'Mental workload', 'Wheeled mobile robot'"
Shape of the Uncanny Valley and Emotional Attitudes Toward Robots Assessed by an Analysis of YouTube Comments,'Dawid Ratajczyk',"'Uncanny valley', 'Robot', 'YouTube', 'Emotions', 'Text mining', 'Social robotics', 'Natural Language Processing'"
Exploring How People with Expressive Aphasia Interact with and Perceive a Social Robot,"'Peggy van Minkelen', 'Emiel Krahmer', 'Paul Vogt'","'Human–robot interaction', 'Socially assistive robots', 'Chronic expressive aphasia', 'Complementary speech language therapy', 'Perception of interaction', 'Intention to use'"
Emotion and Mood Blending in Embodied Artificial Agents: Expressing Affective States in the Mini Social Robot,"'Enrique Fernández-Rodicio', 'Marcos Maroto-Gómez', 'Álvaro Castro-González', 'María Malfaz', 'Miguel Á. Salichs'","'Social robotics', 'Affective state', 'Emotion', 'Mood', 'Emotional expression', 'Human-robot interaction'"
The Effects of Robots’ Altruistic Behaviours and Reciprocity on Human-robot Trust,"'Na Chen', 'Yanan Zhai', 'Xiaoyu Liu'","'HRI', 'Reciprocity', 'Altruistic', 'Perceived intelligence', 'Cognitive and emotional trust'"
Cross-Cultural Differences in Comfort with Humanlike Robots,"'Noah Castelo', 'Miklos Sarvary'","'Cross-cultural', 'Humanoid', 'Comfort'"
Technical Methods for Social Robots in Museum Settings: An Overview of the Literature,"'Mehdi Hellou', 'JongYoon Lim', 'Norina Gasteiger', 'Minsu Jang', 'Ho Seok Ahn'","'Social robots', 'Robotics', 'Design', 'Artificial intelligence', 'Museum'"
A Cross-Cultural Comparison on Implicit and Explicit Attitudes Towards Artificial Agents,"'Fabiola Diana', 'Misako Kawahara', 'Isabella Saccardi', 'Ruud Hortensius', 'Akihiro Tanaka', 'Mariska E. Kret'","'Implicit attitudes', 'Explicit attitudes', 'Human–robot interaction', 'Cross-cultural', 'Human-like robots', 'Machine-like robots'"
Age-Related Differences in the Perception of Robotic Referential Gaze in Human-Robot Interaction,"'Lucas Morillo-Mendez', 'Martien G. S. Schrooten', 'Amy Loutfi', 'Oscar Martinez Mozos'","'Human-robot interaction', 'Aging', 'Non-verbal cues', 'Social cues', 'Gaze following', 'Referential gaze'"
Who to Observe and Imitate in Humans and Robots: The Importance of Motivational Factors,"'Johann Chevalère', 'Murat Kirtay', 'Verena V. Hafner', 'Rebecca Lazarides'","'Social robotics', 'Educational psychology', 'Observational learning', 'Imitation', 'Motivation'"
No Evidence for an Effect of the Smell of Hexanal on Trust in Human–Robot Interaction,"'Ilja Croijmans', 'Laura van Erp', 'Annelie Bakker', 'Lara Cramer', 'Sophie Heezen', 'Dana Van Mourik', 'Sterre Weaver', 'Ruud Hortensius'","'Smell', 'Trust', 'Human–robot interaction', 'Collaboration', 'Hexanal', 'Replication'"
"Is It Personal? The Impact of Personally Relevant Robotic Failures (PeRFs) on Humans' Trust, Likeability, and Willingness to Use the Robot","'Romi Gideoni', 'Shanee Honig', 'Tal Oron-Gilad'","'Robot failures', 'Personal relevance', 'Trust', 'Property damage', 'Financial loss', 'Bystanders'"
Facial Emotion Expressions in Human–Robot Interaction: A Survey,"'Niyati Rawal', 'Ruth Maria Stock-Homburg'","'Facial emotion recognition', 'Facial emotion expressions', 'Human–robot interaction', 'Survey', 'Overview'"
She is My Confidante! The Impacts of Social Responsiveness and Video Modality on Self-disclosure Toward CG-Based Anthropomorphic Agents in a Smart Home,"'Andong Zhang', 'Pei-Luen Patrick Rau'","'Anthropomorphic intelligent agents', 'Privacy calculus theory', 'Responsiveness', 'Intrusiveness', 'Self-disclosure'"
Inferring Stressors from Conversation: Towards an Emotional Support Robot Companion,"'Yu-Cian Huang', 'Edwinn Gamborino', 'Yan-Jia Huang', 'Xiaobei Qian', 'Li-Chen Fu', 'Su-Ling Yeh'","'Social Robots', 'Emotional Support', 'Conversational Agents'"
Behavioral Assessment of a Humanoid Robot When Attracting Pedestrians in a Mall,"'Yuki Okafuji', 'Yasunori Ozaki', 'Jun Baba', 'Junya Nakanishi', 'Kohei Ogawa', 'Yuichiro Yoshikawa', 'Hiroshi Ishiguro'","'Social service robot', 'Advertisement', 'Drawing attention', 'Field trial'"
"How Service Robots Can Improve Workplace Experience: Camaraderie, Customization, and Humans-in-the-Loop","'Yao-Lin Tsai', 'Chinmay Wadgaonkar', 'Bohkyung Chun', 'Heather Knight'","'Human Robot Interaction', 'Minimal Social Robots', 'Robot-centric Ethnography', 'Service Robots', 'Socially Assistive Robots'"
Implementation of Actors’ Emotional Talent into Social Robots Through Capture of Human Head’s Motion and Basic Expression,"'Tanio K. Tanev', 'Anna Lekova'","'Social robots', 'Motion capture', 'Geometric algebra', 'Inertial measurement unit', 'Parallel robot'"
"Robotic Chef Versus Human Chef: The Effects of Anthropomorphism, Novel Cues, and Cooking Difficulty Level on Food Quality Prediction","'Chengli Xiao', 'Liqian Zhao'","'Robotic chef', 'Food quality prediction', 'Anthropomorphism', 'Cooking difficulty level', 'Novel cues', '‘Like-me’ hypothesis'"
Emotional Influence of Pupillary Changes of Robots with Different Human-Likeness Levels on Human,"'Junting Xue', 'Yanqun Huang', 'Xu Li', 'Jutao Li', 'Peng Zhang', 'Zhiyu Kang'","'Pupillary changes (PC)', 'Social robots', 'Human-likeness', 'Emotion'"
Findings From A Qualitative Field Study with An Autonomous Robot in Public: Exploration of User Reactions and Conflicts,"'Franziska Babel', 'Johannes Kraus', 'Martin Baumann'","'Field study', 'Public service robot', 'Co-existence', 'Robot bullying', 'Acceptance', 'Trust'"
A Novel Approach to Systematic Development of Social Robot Product Families,"'İlayda Özer', 'Zühal Erden'","'Social robot (SoBOT)', 'Personalized robot', 'Robot family', '3D Design Structure Matrix (DSM)', 'Behavioural module'"
General Attitudes Towards Robots Scale (GAToRS): A New Instrument for Social Surveys,"'Mika Koverola', 'Anton Kunnari', 'Jukka Sundvall', 'Michael Laakasuo'","'General attitudes', 'Robot', 'Robotics', 'Self-reporting measure', 'Multi-dimensional measurement'"
Doctor Robots: Design and Implementation of a Heart Rate Estimation Algorithm,"'Fatma Gongor', 'Onder Tutsoy'","'Adaptive independent component analysis technique', 'Geometric based facial distance measurement technique', 'Fast Fourier transform', 'Hierarchical multi resolution-based tracking algorithm', 'Vision-based heart rate estimation'"
"Humanoid Robots – Artificial. Human-like. Credible? Empirical Comparisons of Source Credibility Attributions Between Humans, Humanoid Robots, and Non-human-like Devices","'Marcel Finkel', 'Nicole C. Krämer'","'Human-robot interaction', 'Source credibility', 'Source type', 'Embodiment', 'Theory of mind'"
Therapist-Patient Interactions in Task-Oriented Stroke Therapy can Guide Robot-Patient Interactions,"'Michelle J. Johnson', 'Mayumi Mohan', 'Rochelle Mendonca'","'Human-robot interaction', 'Human-human interaction', 'Stroke rehabilitation', 'Rehabilitation robotics', 'Socially assistive robots', 'Therapy robots'"
Towards Culture-Aware Co-Speech Gestures for Social Robots,"'Ariel Gjaci', 'Carmine Tommaso Recchiuto', 'Antonio Sgorbissa'","'Social robots', 'Communicative gestures', 'Generative Adversarial Networks'"
Design and Field Evaluation of a Mission Specialist Interface for Small Unmanned Aerial Systems,"'Joshua M. Peschel', 'Brittany A. Duncan', 'Robin R. Murphy'","'Tablet interface', 'Human robot interaction', 'UAV'"
Designing Sound for Social Robots: Candidate Design Principles,"'Frederic Anthony Robinson', 'Oliver Bown', 'Mari Velonaki'","'Human-robot interaction', 'Sonic interaction design', 'Design principles', 'Social robots'"
Affective Attitudes Toward Robots at Work: A Population-Wide Four-Wave Survey Study,"'Nina Savela', 'Rita Latikka', 'Reetta Oksa', 'Sanna Kortelainen', 'Atte Oksanen'","'Robot', 'Work', 'Attitude', 'Well-being', 'Longitudinal'"
Social Robots Acceptance and Marketability in Italy and Germany: A Cross-National Study Focusing on Assisted Living for Older Adults,"'Francesca Fracasso', 'Lea Buchweitz', 'Arthur Theil', 'Amedeo Cesta', 'Oliver Korn'","'Assistive technological devices', 'Social robots acceptance', 'Social robots marketability', 'Ambient assisted living'"
Can Robotic AI Systems Be Virtuous and Why Does This Matter?,"'Mihaela Constantinescu', 'Roger Crisp'","'Virtue', 'Virtue ethics', 'AAMA', 'Loneliness robots', 'Isolation robots', 'HRI'"
A Systematic Review of Experimental Work on Persuasive Social Robots,"'Baisong Liu', 'Daniel Tetteroo', 'Panos Markopoulos'","'Persuasion', 'Behaviour change', 'Human–robot interaction', 'Social robotics'"
"Power-Posing Robots: The Influence of a Humanoid Robot’s Posture and Size on its Perceived Dominance, Competence, Eeriness, and Threat","'Jan-Philipp Stein', 'Paula Cimander', 'Markus Appel'","'Robot', 'Humanoid', 'Embodiment', 'Body language', 'Posture', 'Nonverbal communication'"
The Use of Robotic Pets by Community-Dwelling Older Adults: A Scoping Review,"'Sara Guerra', 'Catarina Rosa', 'Liliana Sousa', 'António Neves', 'Gabriel Pestana', 'Maria José Hernández', 'Raquel Losada', 'Susana Pires', 'Oscar Ribeiro'","'Community-Dwelling', 'Older adults', 'Robotic Pets', 'Scoping study', 'Social Robots', 'Technology'"
Enabling AI and Robotic Coaches for Physical Rehabilitation Therapy: Iterative Design and Evaluation with Therapists and Post-stroke Survivors,"'Min Hun Lee', 'Daniel P. Siewiorek', 'Asim Smailagic', 'Alexandre Bernardino', 'Sergi Bermúdez i Badia'","'Human–AI/robot interaction', 'Socially assistive robotics', 'Physical stroke rehabilitation therapy', 'User studies/experiences'"
A Kind Apart: The Limited Application of Human Race and Sex Stereotypes to a Humanoid Social Robot,"'Jaime Banks', 'Kevin Koban'","'Stereotyping', 'Race', 'Sex', 'Intersectionality', 'Priming', 'Identification'"
Trust Development in Military and Civilian Human–Agent Teams: The Effect of Social-Cognitive Recovery Strategies,"'E. S. Kox', 'L. B. Siegling', 'J. H. Kerstholt'","'Autonomous agents', 'Human–agent teaming', 'Trust', 'Trust repair', 'Transparency', 'Individual differences', 'User-centered design'"
On the Robosphere: A Philosophical Explication of the Socio-technical Status of Social Robots,'Malesela John Lamola',"'Cyber-physical social systems', 'Existential phenomenology', 'Hegel', 'Human–Robot Interaction (HRI)', 'Social robotics', 'Society 5.0'"
Bidirectional Multi-modal Signs of Checking Human-Robot Engagement and Interaction,"'Umberto Maniscalco', 'Pietro Storniolo', 'Antonio Messina'","'Social signs', 'Human-robot engagement', 'Interaction model', 'User experience'"
Towards Human–Robot Teaming: Tradeoffs of Explanation-Based Communication Strategies in a Virtual Search and Rescue Task,"'Erin K. Chiou', 'Mustafa Demir', 'Verica Buchanan', 'Christopher C. Corral', 'Mica R. Endsley', 'Glenn J. Lematta', 'Nancy J. Cooke', 'Nathan J. McNeese'","'Human–robot team', 'Search and rescue', 'Communication', 'Explanation', 'Situation awareness', 'Complex environment'"
Assessing the Acceptability of a Humanoid Robot for Alzheimer’s Disease and Related Dementia Care Using an Online Survey,"'Fengpei Yuan', 'Joel G. Anderson', 'Tami H. Wyatt', 'Ruth Palan Lopez', 'Monica Crane', 'Austin Montgomery', 'Xiaopeng Zhao'","'Socially assistive robots', 'Humanoids', 'Alzheimer’s disease', 'Dementia care'"
Knowledge-Grounded Dialogue Flow Management for Social Robots and Conversational Agents,"'Lucrezia Grassi', 'Carmine Tommaso Recchiuto', 'Antonio Sgorbissa'","'Social robotics', 'Conversational agents', 'Knowledge-grounded conversation'"
Step Aside! VR-Based Evaluation of Adaptive Robot Conflict Resolution Strategies for Domestic Service Robots,"'Franziska Babel', 'Andrea Vogt', 'Philipp Hock', 'Johannes Kraus', 'Florian Angerer', 'Tina Seufert', 'Martin Baumann'","'Human-robot cooperation strategies', 'Robot assertiveness', 'Persuasive robots', 'User compliance', 'Acceptance', 'Trust'"
Why Context Matters: The Influence of Application Domain on Preferred Degree of Anthropomorphism and Gender Attribution in Human–Robot Interaction,"'Eileen Roesler', 'Lara Naendrup-Poell', 'Dietrich Manzey', 'Linda Onnasch'","'Application domain', 'Anthropomorphism', 'Gender associations', 'Social robots', 'Industrial robots', 'Service robots'"
Potential Applications of Social Robots in Robot-Assisted Interventions for Social Anxiety,"'Samira Rasouli', 'Garima Gupta', 'Elizabeth Nilsen', 'Kerstin Dautenhahn'","'Social robots', 'Social anxiety disorder', 'Human–robot interaction', 'Psychological interventions'"
"Relationships Between Humans’ Gender Conception, Expected Gender Appearances, and the Roles of Robots: A Survey in Japan","'Tatsuya Nomura', 'Tomohiro Suzuki'","'Gender conception', 'Appearances', 'Roles', 'Attitudes toward robots'"
The Fundamental Attribution Error in Human-Robot Interaction: An Experimental Investigation on Attributing Responsibility to a Social Robot for Its Pre-Programmed Behavior,"'Aike C. Horstmann', 'Nicole C. Krämer'","'Human-robot interaction', 'Agency', 'Autonomy', 'Attribution theory', 'Fundamental attribution error', 'Humanoid robot', 'Experimental study'"
Robots and Sustainability: Robots as Persuaders to Promote Recycling,"'Shih-Yu Lo', 'Yueh-Yi Lai', 'Jen-Chi Liu', 'Su-Ling Yeh'","'Robot', 'Sustainability', 'Recycling', 'Empathy', 'Anthropomorphism'"
Human Dishonesty in the Presence of a Robot: The Effects of Situation Awareness,"'Sofia Petisca', 'Iolanda Leite', 'Ana Paiva', 'Francisco Esteves'","'Human–robot interaction', 'Dishonesty', 'Cheating behavior', 'Autonomous robots'"
Artificial Emotions: Toward a Human-Centric Ethics,"'Laura Corti', 'Nicola Di Stefano', 'Marta Bertolaso'","'Social robotics', 'Roboethics', 'Philosophy of Human–Robot interaction'"
A Multidimensional Analysis of Robotic Deployment in Thai Hotels,'Pornrat Sadangharn',"'Service robot', 'Robotic deployment', 'Acceptance of robot', 'Human–robot interaction'"
