Title,Affiliation,Authors,Coordinates
"Integrating Social Assistive Robots, IoT, Virtual Communities and Smart Objects to Assist at-Home Independently Living Elders: the MoveCare Project","'Applied Intelligent System Lab, Department of Computer Science, University of Milan, Milano, Italy', 'Machine Perception and Intelligent Robotics Group (MAPIR), Department of System Engineering and Automation, University of Malaga, and Instituto de Investigación Biomédica de Málaga–IBIMA, Malaga, Spain', 'Machine Perception and Interaction Lab, Örebro University, Örebro, Sweden', 'NearLab, Department of Electronics, Information and Bioengineering, Politecnico di Milano, Milano, Italy', 'AB.Acus SRL, Milan, Italy', 'University of Manchester, Manchester, UK', 'IRCCS Istituti Clinici Scientifici Maugeri, University of Milan, Milan, Italy', 'Junta de Extremadura, Merida, Spain', 'Korian, Milan, Italy', 'SignalGeneriX, Limassol, Cyprus', 'EURECAT, Barcelona, Spain', 'University of Oxford, Oxford, UK', 'Smart Com, Ljubjana, Slovenia'","'Matteo Luperto,\xa0Nicola Basilico\xa0&\xa0N. Alberto Borghese', 'Javier Monroy\xa0&\xa0Javier Gonzalez-Jimenez', 'Jennifer Renoux', 'Francesca Lunardini\xa0&\xa0Simona Ferrante', 'Maria Bulgheroni', 'Angelo Cangelosi', 'Matteo Cesari', 'Manuel Cid', 'Aladar Ianes', 'Anastasis Kounoudes', 'David Mari', 'Victor Prisacariu', 'Arso Savanovic'","[(45.449719400000006, 9.188710347570984), ('', ''), (59.2544839, 15.2498899), ('', ''), (45.4641943, 9.1896346), (53.4657087, -2.232734319907597), ('', ''), (38.9263746, -6.334551376059341), (45.4641943, 9.1896346), (34.6852901, 33.0332657), (41.4045441, 2.201976), (51.7590373, -1.2524298), (46.0467037, 14.5050502)]"
"Exploring the Perceptions of Cognitive and Affective Capabilities of Four, Real, Physical Robots with a Decreasing Degree of Morphological Human Likeness","'Department of Mathematics, Computer Science and Physics, Università degli Studi di Udine, Udine, Italy', 'Department of Philosophy, Sociology, Education and Applied Psychology, University of Padova, Padova, Italy', 'Department of Media and Communication, University of Erfurt, Erfurt, Germany'","'Leopoldina Fortunati\xa0&\xa0Giovanni Ferrin', 'Anna Maria Manganelli', 'Joachim Höflich'","[(46.06651205, 13.241315060246716), ('', ''), (50.9909272, 11.009547426126073)]"
The Role of Humans in Surgery Automation,"'eLaw Center for Law and Digital Technologies, Leiden University, Kamerlingh Onnes Building, Steenschuur 25, 2311 ES, Leiden, The Netherlands'","'Eduard Fosch-Villaronga (PhD MA LLM),\xa0Pranav Khanna,\xa0Hadassah Drukarch\xa0&\xa0Bart Custers (PhD MSc LLM)'","[(52.1561872, 4.4898692)]"
Expectations of Robots’ Gender Appearances and Personal Factors: A Survey in Japan,"'Department of Media Informatics, Ryukoku University, 1-5 Yokotani, Seta-Ohe-Cho, Otsu, Shiga, 520-2194, Japan', 'School of Child Psychology, Tokyo Future University, 34-12 Senjyu-Akebono, Adachi-ku, Tokyo, 120-0023, Japan'","'Tatsuya Nomura', 'Tomohiro Suzuki'","[(35.0047096, 135.8686739), (35.7431316, 139.8170696208342)]"
User Profiling to Enhance Clinical Assessment and Human–Robot Interaction: A Feasibility Study,"'Department of Industrial Engineering, University of Florence, Florence, Italy', 'The BioRobotics Institute, Scuola Superiore Sant’Anna, Pontedera (Pisa), Italy', 'Department of Excellence in Robotics & AI, Scuola Superiore Sant’Anna, Pisa, Italy', 'The Complex Unit of Geriatrics, Department of Medical Sciences, Fondazione “Casa Sollievo della Sofferenza” – IRCCS, San Giovanni Rotondo, Foggia, Italy', 'Clinical Psychology Service, Health Department, Fondazione IRCCS Casa Sollievo Della Sofferenza, San Giovanni Rotondo, Foggia, Italy'","'Laura Fiorini,\xa0Alessandra Sorrentino,\xa0Erika Rovini\xa0&\xa0Filippo Cavallo', 'Laura Fiorini,\xa0Luigi Coviello,\xa0Gianmaria Mancioppi\xa0&\xa0Filippo Cavallo', 'Laura Fiorini,\xa0Luigi Coviello,\xa0Gianmaria Mancioppi\xa0&\xa0Filippo Cavallo', 'Daniele Sancarlo', 'Filomena Ciccone\xa0&\xa0Grazia D’Onofrio'","[(43.8041147, 11.2729461), (43.6634536, 10.6354851), (43.7206078, 10.4026444), (41.7069106, 15.7288455), (41.7069106, 15.7288455)]"
Communication Models in Human–Robot Interaction: An Asymmetric MODel of ALterity in Human–Robot Interaction (AMODAL-HRI),"'TU Wien, Institute of Management Science, Theresianumgasse 27, Vienna, Austria', 'TU Wien, Department of Architecture Theory, Karlsplatz 13, Vienna, Austria'","'Helena Anna Frijns\xa0&\xa0Sabine Theresia Koeszegi', 'Oliver Schürer'","[(48.19139475, 16.37358351051085), (48.19853965, 16.369861676286614)]"
A Mind-inspired Architecture for Adaptive HRI,"'ISTC-CNR - Institute of Cognitive Sciences and Technologies, National Research Council of Italy, Via S. Martino della Battaglia 44, Rome, Italy'","'Alessandro Umbrico,\xa0Riccardo De Benedictis,\xa0Francesca Fracasso,\xa0Amedeo Cesta,\xa0Andrea Orlandini\xa0&\xa0Gabriella Cortellessa'","[(41.9058706, 12.5046685)]"
Improving Visual Perception of Artificial Social Companions Using a Standardized Knowledge Representation in a Human-Machine Interaction Framework,"'Instituto Pedro Nunes, Coimbra, Portugal'",'João Quintas',"[(40.190867600000004, -8.412410165879269)]"
On the Role of Beliefs and Trust for the Intention to Use Service Robots: An Integrated Trustworthiness Beliefs Model for Robot Acceptance,"'Department of Human Factors, Ulm University, Ulm, Germany', 'Cognitive Psychology Lab, University of Koblenz-Landau, Mainz, Germany'","'Johannes Kraus,\xa0Linda Miller,\xa0Marielène Klumpp,\xa0Franziska Babel,\xa0Julia Merger\xa0&\xa0Martin Baumann', 'David Scholz'","[(48.38044334999999, 10.010101151636224), (50.0012314, 8.2762513)]"
Correction to: Utilizing an Emotional Robot Capable of Lip-Syncing in Robot-Assisted Speech Therapy Sessions for Children with Language Disorders,"'Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics, and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Fereshtegaan International Branch, Islamic Azad University, Tehran, Iran', 'Department of Humanities, Islamic Azad University, West Tehran Branch, Tehran, Iran', 'Mahan Learning Disorders Center, Tehran, Iran'","'Alireza Esfandbod,\xa0Zeynab Rokhi,\xa0Ali F. Meghdari,\xa0Alireza Taheri\xa0&\xa0Minoo Alemi', 'Ali F. Meghdari', 'Minoo Alemi', 'Mahdieh Karimi'","[('', ''), (35.664338799999996, 50.96991328785655), (35.664338799999996, 50.96991328785655), (35.6892523, 51.3896004)]"
Co-designing the Embodiment of a Minimalist Social Robot to Encourage Hand Hygiene Practises Among Children in India,"'AMMACHI labs, Amrita Vishwa Vidyapeetham, Amritapuri, Kollam, Kerala, 690525, India', 'Cropin AI Lab, Bengaluru, India'","'Devasena Pasupuleti,\xa0Sreejith Sasidharan,\xa0Gayathri Manikutty,\xa0Anand M. Das,\xa0Praveen Pankajakshan\xa0&\xa0Sidney Strauss', 'Praveen Pankajakshan'","[(9.09399255, 76.49189664751758), (12.9767936, 77.590082)]"
"Social Influence Under Uncertainty in Interaction with Peers, Robots and Computers","'Cognitive Architecture for Collaborative Technologies (CONTACT) Unit, Istituto Italiano di Tecnologia, Via Enrico Melen, 83, 16152, Genoa, GE, Italy', 'Department of Informatics, Bioengineering, Robotics and Systems Engineering, University of Genoa, Genoa, Italy'","'Joshua Zonca\xa0&\xa0Alessandra Sciutti', 'Anna Folsø'","[(44.4209726, 8.8671146), ('', '')]"
The Hitchhiker’s Guide to a Credible and Socially Present Robot: Two Meta-Analyses of the Power of Social Cues in Human–Robot Interaction,"'College of Journalism and Communications, University of Florida, Gainesville, FL, USA', 'Department of Media, Journalism, and Film, Miami University, Oxford, OH, USA'","'Kun Xu\xa0&\xa0Mo Chen', 'Leping You'","[(29.6328784, -82.34901329340119), (39.5094198, -84.7311545671451)]"
Evaluation of User Experience in Human–Robot Interaction: A Systematic Literature Review,"'Faculty of Engineering, Mechanical and Industrial Production, Mondragon Unibertsitatea, Loramendi 4, 20500, Mondragón, Guipúzcoa, Spain'","'Ainhoa Apraiz,\xa0Ganix Lasa\xa0&\xa0Maitane Mazmela'","[(43.061248, -2.4978164)]"
PRTIRL Based Socially Adaptive Path Planning for Mobile Robots,"'Robotics and Microsystems Center, School of Mechanical and Electric Engineering, Soochow University, Suzhou, 215021, China', 'Department of Electronic Engineering, The Chinese University of Hong Kong, N.T., Hong Kong SAR, China'","'Zhiyu Ding,\xa0Jie Liu,\xa0Wenzheng Chi,\xa0Guodong Chen\xa0&\xa0Lining Sun', 'Jiankun Wang'","[(31.3157502, 120.64054611246735), ('', '')]"
Toward Error-Tolerant Robot Navigation: Sequential Inducement Based on Intent Conveyance from Robot to Human and Its Achievement,"'Research Institute for Science and Engineering (WISE), Waseda University, 17 Kikui-Cho, Shinjuku-Ku, Tokyo, 162-0044, Japan', 'Department of Modern Mechanical Engineering, School of Creative Science and Engineering, Waseda University, 3-4-1 Okubo, Shinjuku-Ku, Tokyo, 169-8555, Japan', 'PRESTO, Japan Science and Technology Agency (JST), Kawaguchi, Saitama, 32-0012, Japan'","'Mitsuhiro Kamezaki', 'Ryosuke Kono,\xa0Ayano Kobayashi,\xa0Hayato Yanagawa,\xa0Tomoya Onishi,\xa0Yusuke Tsuburaya,\xa0Moondeep Shrestha\xa0&\xa0Shigeki Sugano', 'Mitsuhiro Kamezaki'","[(35.709179750000004, 139.71972128895072), (35.6937632, 139.7036319), (35.8078228, 139.7241054)]"
Utilizing an Emotional Robot Capable of Lip-Syncing in Robot-Assisted Speech Therapy Sessions for Children with Language Disorders,"'Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics, and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Fereshtegaan International Branch, Islamic Azad University, Tehran, Iran', 'Department of Humanities, West Tehran Branch, Islamic Azad University, Tehran, Iran', 'Mahan Learning Disorders Center, Tehran, Iran'","'Alireza Esfandbod,\xa0Zeynab Rokhi,\xa0Ali F. Meghdari,\xa0Alireza Taheri\xa0&\xa0Minoo Alemi', 'Ali F. Meghdari', 'Minoo Alemi', 'Mahdieh Karimi'","[('', ''), (35.664338799999996, 50.96991328785655), (35.664338799999996, 50.96991328785655), (35.6892523, 51.3896004)]"
Can Robots have Personal Identity?,"'Departamento de Salud Pública y\nMaterno-Infantil, Facultad de Medicina, Universidad Complutense de Madrid, Madrid, 28040, Spain', 'Universidad Adolfo Ibanez Campus Viña Del Mar, Viña Del Mar, Valparaíso, Chile'","'Marcos Alonso', 'Marcos Alonso'","[(40.4506776, -3.717818286212092), (-33.0196718, -71.53040351092474)]"
DMP-Based Reactive Robot-to-Human Handover in Perturbed Scenarios,"'The BioRobotics Institute, Scuola Superiore Sant’Anna, Viale Rinaldo Piaggio 34, 56025, Pontedera, Italy', 'Department of Excellence in Robotics and AI, Scuola Superiore Sant’Anna, Piazza Martiri della Libertà 33, 56127, Pisa, Italy'","'Francesco Iori,\xa0Gojko Perovic,\xa0Francesca Cini,\xa0Angela Mazzeo,\xa0Egidio Falotico\xa0&\xa0Marco Controzzi', 'Francesco Iori,\xa0Gojko Perovic,\xa0Francesca Cini,\xa0Angela Mazzeo,\xa0Egidio Falotico\xa0&\xa0Marco Controzzi'","[(43.6613735, 10.6297171), (43.7206078, 10.4026444)]"
Voice Over Body? Older Adults’ Reactions to Robot and Voice Assistant Facilitators of Group Conversation,"'Department Industrial Engineering and Economics, Tokyo Institute of Technology, Tokyo, Japan', 'RIKEN Center for Advanced Intelligence Project (AIP), Tokyo, Japan'","'Katie Seaborn', 'Takuya Sekiguchi,\xa0Seiki Tokunaga,\xa0Norihisa P. Miyake\xa0&\xa0Mihoko Otake-Matsuura'","[(35.605038050000005, 139.6827406514703), (35.6812665, 139.757653)]"
Mechatronic Design of a Self-Contained Dexterous Robotic Hand for Gestural Communication,"'Centre for Automation and Robotics (CAR UPM-CSIC), Universidad Politécnica de Madrid, 28012, Madrid, Spain', 'Universidad UTE, 230101, Santo Domingo, Santo Domingo de los Tsáchilas, Ecuador'","'Miguel Hernando,\xa0Carlos Morillo\xa0&\xa0Alberto Brunete', 'Diego Guffanti'","[(40.765806999999995, -4.07123576173468), (-0.2328001, -79.2066772)]"
Supporting Remote Social Robot Design Collaboration with Online Canvases: Lessons Learned from Facilitators’ and Participants’ Experiences,"'Tampere University, Computing Sciences, Tampere, Finland'","'Aino Ahtinen,\xa0Kirsikka Kaipainen,\xa0Salla Jarske\xa0&\xa0Kaisa Väänänen'","[(61.49412325, 23.779206777676293)]"
Body Form Modulates the Prediction of Human and Artificial Behaviour from Gaze Observation,"'NPSY.Lab.VR & BASIC_NPSY, Department of Human Sciences, University of Verona, Verona, Italy', 'Institute of Neuroscience and Psychology, University of Glasgow, Glasgow, Scotland, UK', 'Department of Cognitive Science, Macquarie University, Sydney, Australia', 'MARCS Institute for Brain, Behaviour and Development, Western Sydney University, Sydney, Australia', 'Human Technology Laboratory, Department of Psychology, University of Hull, Hull, UK'","'Michele Scandola', 'Emily S. Cross', 'Emily S. Cross\xa0&\xa0Nathan Caruana', 'Emily S. Cross', 'Emmanuele Tidoni'","[('', ''), (55.872315349999994, -4.289219112981823), (-33.7740328, 151.11269439194754), (-34.065433, 150.7932545), (53.7710908, -0.3683905962694075)]"
Gendered Actions with a Genderless Robot: Gender Attribution to Humanoid Robots in Action,"'Department of Psychology, Bilkent University, Ankara, Türkiye', 'Interdisciplinary Neuroscience Program, Bilkent University, Ankara, Türkiye', 'Interior Architecture and Environmental Design, Bilkent University, Ankara, Türkiye', 'Aysel Sabuncu Brain Research Center, National Magnetic Resonance Research Center (UMRAM), Bilkent University, Ankara, Türkiye'","'Gaye Aşkın\xa0&\xa0Burcu A. Urgen', 'İmge Saltık\xa0&\xa0Burcu A. Urgen', 'Tuğçe Elver Boz', 'Burcu A. Urgen'","[(39.87046905, 32.753919338337425), (39.87046905, 32.753919338337425), (39.87046905, 32.753919338337425), (39.87046905, 32.753919338337425)]"
Editorial,"'Inria/CNRS/Université de Lorraine, Nancy, France', 'Istituto\nItaliano di Tecnologia, 16153, Genova, Italy', 'Robotics Lab, Computer Science Department, Stanford University, Stanford, CA, USA'","'Serena Ivaldi', 'Agnieszka Wykowska', 'Oussama Khatib'","[(48.6937223, 6.1834097), (44.42941476, 8.857319193333334), (37.431313849999995, -122.16936535498309)]"
Leader–Follower Dynamics in Complex Obstacle Avoidance Task,"'Department for Automation, Biocybernetics and Robotics, Jožef Stefan Institute, Jamova cesta 39, 1000, Ljubljana, Slovenia', 'Jožef Stefan International Postgraduate School, Jamova cesta 39, 1000, Ljubljana, Slovenia', 'Applied Cognitive Psychology, Ulm University, Helmholtzstraße 16, 89081, Ulm, Germany'","'Jernej Čamernik,\xa0Rebeka Kropivšek Leskovar\xa0&\xa0Tadej Petrič', 'Rebeka Kropivšek Leskovar\xa0&\xa0Tadej Petrič', 'Jernej Čamernik'","[(46.0421489, 14.488209029257273), (46.0421489, 14.488209029257273), (48.425125300000005, 9.962937715684372)]"
Are Robots to be Created in Our Own Image? Testing the Ethical Equivalence of Robots and Humans,"'Departments of Psychology, Biology, and College of Engineering Cincinnati, University of Cincinnati, Cincinnati, OH, USA', 'Department of Psychology Cincinnati, University of Cincinnati, Cincinnati, OH, USA', 'SKEMA Business School, Université Côte d’Azur (GREDEG), Campus Grand Paris, 5, quai Marcel Dassault, 92150, Suresnes Cedex, France', 'Institute for Public Management & Governance, Vienna University of Economics and Business, Vienna, Austria'","'Dieter Vanderelst', 'Corinne Jorgenson', 'Ali I. Ozkes', 'Jurgen Willems'","[(39.1318613, -84.51576195582436), (39.1318613, -84.51576195582436), ('', ''), (48.2138034, 16.40817450036988)]"
Robotic Gaze Responsiveness in Multiparty Teamwork,"'ITI, LARSYS, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal', 'INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal'","'Filipa Correia', 'Filipa Correia,\xa0Joana Campos,\xa0Francisco S. Melo\xa0&\xa0Ana Paiva'","[(38.74792145, -9.153768696778986), (38.74792145, -9.153768696778986)]"
The Phenotypes of Anthropomorphism and the Link to Personality Traits,"'Istituto Italiano di Tecnologia, 16153, Genova, Italy', 'Artimon Perspectives, 75009, Paris, France'","'Nicolas Spatola,\xa0Serena Marchesi\xa0&\xa0Agnieszka Wykowska', 'Nicolas Spatola'","[(44.475016499999995, 8.906361822677376), (48.877399471681414, 2.3379377159292036)]"
Perceived Moral Patiency of Social Robots: Explication and Scale Development,"'School of Information Studies, Syracuse University, Syracuse, NY, USA', 'College of Media & Communication, Texas Tech University, Lubbock, TX, USA', 'Newhouse School of Public Communications, Syracuse University, Syracuse, NY, USA'","'Jaime Banks', 'Jaime Banks', 'Nicholas David Bowman'","[(43.017112850000004, -76.11855360009726), (33.59375255, -101.89959552302756), (43.0400147, -76.1352788)]"
"Effects of Head Shape, Facial Features, Camera, and Gender on the Perceptions of Rendered Robot Faces","'Department of Design, National Taiwan University of Science and Technology, Taipei, Taiwan'",'Chien-Hsiung Chen\xa0&\xa0Xiaoyu Jia',"[(25.013410999999998, 121.54161978429028)]"
Robots in Games,"'INESC-ID and Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal', 'KTH Royal Institute of Technology, Stockholm, Sweden', 'INESC-ID & ITI-LARSYS, Universidade de Lisboa, Lisbon, Portugal'","'Diogo Rato\xa0&\xa0Rui Prada', 'André Pereira', 'Filipa Correia'","[(38.74792145, -9.153768696778986), (59.2016758, 17.6203201), (38.74792145, -9.153768696778986)]"
Are Retail Customers Ready for Service Robot Assistants?,"'Faculty of Economics and Business, Department of Marketing, KU Leuven, Leuven, Belgium', 'Faculty of Arts, Department of Linguistics, University of Antwerp, Antwerp, Belgium'","'Irene Roozen\xa0&\xa0Anna Yanycheva', 'Mariet Raedts'","[(50.87759935, 4.693702000228457), (51.1843856, 4.41993868786375)]"
